('空调', '出风口', '1026364120', '3')
('预警', '有时候', '229672400', '5')
('有时候', '失灵', '229672400', '5')
('不好', '使', '229672400', '5')
('主动', '安全', '229672400', '3')
('安全', '故障', '229672400', '3')
('车道', '偏离', '218624771', '3')
('偏离', '预警', '218624771', '3')
('LDW', '系统', '218624771', '2')
('偏离', '预警系统', '218624771', '3')
('车道', '预警系统', '218624771', '2')
('车道', '辅助', '218624771', '3')
('辅助', '功能', '218624771', '3')
('车道', '偏离', '218624771', '2')
('偏离', '系统', '218624771', '3')
('车道', '保持', '218624771', '3')
('保持', '功能', '218624771', '3')
('偏离', '提醒', '218624771', '3')
('辅助', '系统', '218624771', '3')
('车道', '偏离', '218624771', '5')
('偏离', '预警', '218624771', '5')
('预警', '功能', '218624771', '5')
('功能', '系统', '218624771', '5')
('车道', '保持', '218624771', '4')
('保持', '辅助', '218624771', '4')
('辅助', '系统', '218624771', '4')
('车道', '偏离', '218624771', '4')
('偏离', '预警', '218624771', '4')
('预警', '功能', '218624771', '4')
('预警', '控制系统', '218624771', '4')
('车道', '保持', '218624771', '2')
('主动', '安全', '218624771', '2')
('交通', '标识', '617555239', '3')
('标识', '识别', '617555239', '3')
('交通标志', '识别', '617555239', '3')
('识别', '功能', '617555239', '3')
('TSR', '道路交通', '617555239', '4')
('道路交通', '标志', '617555239', '4')
('标志', '识别系统', '617555239', '4')
('道路交通', '标识', '617555239', '3')
('交通标志', '识别', '617555239', '2')
('交通标志', '辅助', '617555239', '3')
('辅助', '功能', '617555239', '3')
('交通标志', '信息', '617555239', '3')
('信息', '功能', '617555239', '3')
('主动', '安全', '617555239', '2')
('并线', '辅助', '1312352878', '2')
('并线', '辅助', '1312352878', '3')
('辅助', '功能', '1312352878', '3')
('换道', '辅助', '1312352878', '2')
('盲区', '探测', '1312352878', '3')
('探测', '功能', '1312352878', '3')
('侧面', '盲区', '1312352878', '3')
('盲区', '报警', '1312352878', '3')
('BSD', '盲区', '1312352878', '3')
('盲区', '探测系统', '1312352878', '3')
('车侧', '盲区', '1312352878', '3')
('盲区', '景象', '1312352878', '3')
('变道', '辅助', '1312352878', '2')
('盲区', '可视', '1312352878', '3')
('可视', '系统', '1312352878', '3')
('变道', '辅助', '1312352878', '3')
('辅助', '系统', '1312352878', '3')
('盲区', '探索', '1312352878', '3')
('探索', '功能', '1312352878', '3')
('盲区', '探测系统', '1312352878', '2')
('主动', '安全', '1312352878', '2')
('刹车片', '冒烟', '-1089581756', '2')
('制动', '装置', '-1089581756', '3')
('装置', '冒烟', '-1089581756', '3')
('底盘', '故障', '-1089581756', '2')
('后备箱', '漏水', '-113879558', '2')
('行李箱', '漏水', '-113879558', '2')
('行李箱', '底部', '-113879558', '3')
('底部', '漏水', '-113879558', '3')
('后备箱', '里面', '-113879558', '3')
('里面', '漏水', '-113879558', '3')
('后备箱', '故障', '-113879558', '2')
('行李箱', '盖', '-1791322086', '3')
('盖', '失效', '-1791322086', '3')
('后备箱', '盖', '-1791322086', '3')
('盖', '故障', '-1791322086', '3')
('后备箱', '故障', '-1791322086', '2')
('后备箱', '异响', '1668440188', '2')
('尾箱', '异响', '1668440188', '2')
('后备箱', '咔', '1668440188', '4')
('咔', '咔', '1668440188', '4')
('咔', '声音', '1668440188', '4')
('行李箱', '异响', '1668440188', '2')
('后备箱', '嘎吱', '1668440188', '3')
('嘎吱', '声', '1668440188', '3')
('后备箱', '咔', '1668440188', '5')
('咔', '咔', '1668440188', '5')
('咔', '的', '1668440188', '5')
('的', '声音', '1668440188', '5')
('后备箱', '故障', '1668440188', '2')
('排气管', '异味', '598247223', '2')
('排气管', '道', '598247223', '3')
('道', '异味', '598247223', '3')
('左边', '排气管', '598247223', '4')
('排气管', '有', '598247223', '4')
('有', '焦味', '598247223', '4')
('动力', '总成', '598247223', '3')
('总成', '故障', '598247223', '3')
('扬声器', '异响', '790677074', '2')
('音响', '异响', '790677074', '2')
('音乐', '故障', '790677074', '2')
('车身', '稳定', '-26626961', '3')
('稳定', '控制系统', '-26626961', '3')
('ESC', '系统', '-26626961', '2')
('电子', '稳定', '-26626961', '3')
('稳定', '控制', '-26626961', '3')
('稳定', '系统', '-26626961', '3')
('动态', '稳定', '-26626961', '3')
('ADAS', '功能', '-26626961', '2')
('驾驶', '辅助', '-26626961', '2')
('驾驶', '辅助', '-26626961', '3')
('辅助', '系统', '-26626961', '3')
('稳定', '程序', '-26626961', '3')
('ESP', '开关', '-26626961', '2')
('辅助', '驾驶', '-26626961', '2')
('辅助', '功能', '-26626961', '3')
('稳定', '系统', '-26626961', '2')
('esp', '系统', '-26626961', '2')
('车身', '电子', '-26626961', '4')
('电子', '稳定', '-26626961', '4')
('稳定', '控制系统', '-26626961', '4')
('主动', '安全', '-26626961', '2')
('制动', '踏板', '1411261175', '2')
('刹车', '设备', '1411261175', '2')
('刹车盘', '生锈', '-2079701305', '2')
('刹车', '生锈', '-2079701305', '2')
('刹车', '起', '-2079701305', '3')
('起', '绣', '-2079701305', '3')
('底盘', '故障', '-2079701305', '2')
('刹车', '软', '243515976', '2')
('刹车', '比较', '243515976', '3')
('比较', '软', '243515976', '3')
('刹车', '无力', '243515976', '2')
('底盘', '故障', '243515976', '2')
('排气管', '噪音', '-1856944788', '3')
('噪音', '大', '-1856944788', '3')
('动力', '总成', '-1856944788', '3')
('总成', '故障', '-1856944788', '3')
('刹车盘', '冒烟', '-793898821', '2')
('底盘', '故障', '-793898821', '2')
('刹车盘', '磨损', '-1961335763', '2')
('刹车盘', '损耗', '-1961335763', '2')
('底盘', '故障', '-1961335763', '2')
('仪表盘', '抖动', '-882318959', '2')
('仪表', '抖动', '-882318959', '2')
('仪表', '显示', '-882318959', '3')
('显示', '抖动', '-882318959', '3')
('仪表', '装备', '-882318959', '3')
('装备', '抖动', '-882318959', '3')
('仪表盘', '故障', '-882318959', '2')
('USB', '接口', '2089125293', '3')
('接口', '失效', '2089125293', '3')
('后排', 'usb', '2089125293', '5')
('usb', '接口', '2089125293', '5')
('接口', '坏', '2089125293', '5')
('坏', '了', '2089125293', '5')
('USB', '接口', '2089125293', '4')
('接口', '无法', '2089125293', '4')
('无法', '充电', '2089125293', '4')
('usb', '失效', '2089125293', '2')
('usb', '连接', '2089125293', '3')
('连接', '不上', '2089125293', '3')
('usb', '充', '2089125293', '4')
('充', '不了', '2089125293', '4')
('不了', '电', '2089125293', '4')
('usb', '没电', '2089125293', '2')
('USB', '接口', '2089125293', '5')
('接口', '连接', '2089125293', '5')
('连接', '频繁', '2089125293', '5')
('频繁', '断开', '2089125293', '5')
('接口', '不好', '2089125293', '5')
('不好', '使', '2089125293', '5')
('usb', '不能', '2089125293', '3')
('不能', '用', '2089125293', '3')
('后排', 'usb', '2089125293', '4')
('usb', '接口', '2089125293', '4')
('接口', '失效', '2089125293', '4')
('USB', '不', '2089125293', '3')
('不', '工作', '2089125293', '3')
('usb', '无法', '2089125293', '3')
('无法', '充电', '2089125293', '3')
('USB', '不好', '2089125293', '4')
('不好', '用', '2089125293', '4')
('用', '了', '2089125293', '4')
('USB', '坏', '2089125293', '2')
('不好', '用', '2089125293', '5')
('不好', '使', '2089125293', '4')
('使', '了', '2089125293', '4')
('USB', '不管', '2089125293', '3')
('不管', '用', '2089125293', '3')
('接口', '故障', '2089125293', '3')
('安全气囊', '系统故障', '37656072', '4')
('系统故障', '报警', '37656072', '4')
('报警', '灯常亮', '37656072', '4')
('安全气囊', '报警', '37656072', '3')
('报警', '灯常亮', '37656072', '3')
('安全气囊', '灯常亮', '37656072', '2')
('安全气囊', '常亮', '37656072', '2')
('主动', '安全', '37656072', '3')
('安全', '故障', '37656072', '3')
('刹车盘', '失效', '1369057046', '2')
('底盘', '故障', '1369057046', '2')
('刹车', '硬', '1154171226', '2')
('刹车', '变硬', '1154171226', '2')
('刹车', '比较', '1154171226', '3')
('比较', '硬', '1154171226', '3')
('底盘', '故障', '1154171226', '2')
('排气管', '冒', '-124822691', '3')
('冒', '黑烟', '-124822691', '3')
('动力', '总成', '-124822691', '3')
('总成', '故障', '-124822691', '3')
('排气管', '异响', '2042192498', '2')
('排气管', '突突', '2042192498', '4')
('突突', '的', '2042192498', '4')
('的', '声音', '2042192498', '4')
('排气管', '咕噜', '2042192498', '3')
('咕噜', '声', '2042192498', '3')
('排气管', '咔', '2042192498', '4')
('咔', '咔', '2042192498', '4')
('咔', '声音', '2042192498', '4')
('排气管', '滴水', '2042192498', '3')
('滴水', '声音', '2042192498', '3')
('排', '气筒', '2042192498', '3')
('气筒', '异响', '2042192498', '3')
('排气管', '道', '2042192498', '3')
('道', '异响', '2042192498', '3')
('动力', '总成', '2042192498', '3')
('总成', '故障', '2042192498', '3')
('刹车', '失效', '1904357591', '2')
('制动', '性能', '1904357591', '3')
('性能', '不良', '1904357591', '3')
('刹车', '踩', '1904357591', '4')
('踩', '不', '1904357591', '4')
('不', '下去', '1904357591', '4')
('刹车', '刹不死', '1904357591', '2')
('刹车', '坏', '1904357591', '3')
('坏', '了', '1904357591', '3')
('制动', '失灵', '1904357591', '2')
('刹车', '失灵', '1904357591', '2')
('刹车', '不好', '1904357591', '3')
('不好', '使', '1904357591', '3')
('刹车', '器', '1904357591', '3')
('器', '失灵', '1904357591', '3')
('刹车', '变软', '1904357591', '2')
('制动', '装置', '1904357591', '3')
('装置', '失灵', '1904357591', '3')
('刹车', '不灵敏', '1904357591', '2')
('忽然', '刹', '1904357591', '3')
('刹', '不住', '1904357591', '3')
('刹车', '异常', '1904357591', '2')
('刹车', '故障', '1904357591', '2')
('刹车', '弹脚', '1904357591', '2')
('底盘', '故障', '1904357591', '2')
('音响', '喇叭', '-170707747', '2')
('车载', '音响', '-170707747', '2')
('车载', '扬声器', '-170707747', '2')
('音乐', '零部件', '-170707747', '2')
('排气管', '冒', '821325465', '3')
('冒', '白烟', '821325465', '3')
('左边', '排气管', '821325465', '4')
('排气管', '冒', '821325465', '4')
('冒', '白烟', '821325465', '4')
('动力', '总成', '821325465', '3')
('总成', '故障', '821325465', '3')
('后备箱', '无法', '1575871339', '3')
('无法', '打开', '1575871339', '3')
('后备箱', '不', '1575871339', '3')
('不', '工作', '1575871339', '3')
('后备箱', '没用', '1575871339', '2')
('后备箱', '不好', '1575871339', '3')
('不好', '使', '1575871339', '3')
('行李箱', '无法', '1575871339', '3')
('无法', '开启', '1575871339', '3')
('后备箱', '故障', '1575871339', '2')
('行李箱', '只能', '1575871339', '4')
('只能', '开', '1575871339', '4')
('开', '一半', '1575871339', '4')
('行李箱', '开启', '1575871339', '3')
('开启', '异常', '1575871339', '3')
('无法', '抬起', '1575871339', '3')
('后备箱', '有', '1575871339', '3')
('有', '问题', '1575871339', '3')
('后备箱', '失效', '1575871339', '2')
('后备箱', '失灵', '1575871339', '2')
('后备箱', '用', '1575871339', '3')
('用', '不了', '1575871339', '3')
('后备箱', '打不开', '1575871339', '2')
('后备箱', '不能', '1575871339', '3')
('不能', '用', '1575871339', '3')
('无法', '启动', '1575871339', '3')
('车门', '无法', '41721205', '3')
('无法', '打开', '41721205', '3')
('车门', '开启', '41721205', '3')
('开启', '异常', '41721205', '3')
('车门', '没用', '41721205', '2')
('车门', '不好', '41721205', '3')
('不好', '使', '41721205', '3')
('车门', '打不开', '41721205', '2')
('车门', '失灵', '41721205', '2')
('车门', '不能', '41721205', '3')
('不能', '用', '41721205', '3')
('无法', '启动', '41721205', '3')
('车门', '用', '41721205', '3')
('用', '不了', '41721205', '3')
('车门', '故障', '41721205', '2')
('燃油箱', '盖', '-169650641', '2')
('燃油', '装置', '-169650641', '3')
('装置', '盖', '-169650641', '3')
('加注', '口盖', '-169650641', '2')
('油箱', '门', '-169650641', '2')
('加油', '口盖', '-169650641', '2')
('加油', '口', '-169650641', '2')
('加油', '盖', '-169650641', '2')
('行车', '记录仪', '1715528737', '2')
('行车', '记录', '1715528737', '3')
('记录', '设备', '1715528737', '3')
('行车', '摄像头', '1715528737', '2')
('紧急', '录像', '1715528737', '2')
('刹车', '抖动', '1391886912', '2')
('刹车', '发抖', '1391886912', '2')
('刹车', '器', '1391886912', '3')
('器', '抖动', '1391886912', '3')
('刹车盘', '抖动', '1391886912', '2')
('刹车', '挂', '1391886912', '4')
('挂', '挡车', '1391886912', '4')
('挡车', '抖动', '1391886912', '4')
('制动', '装置', '1391886912', '3')
('装置', '抖动', '1391886912', '3')
('底盘', '故障', '1391886912', '2')
('车门', '无法', '-109502788', '3')
('无法', '上锁', '-109502788', '3')
('车门', '锁不住', '-109502788', '2')
('车', '门锁', '-109502788', '3')
('门锁', '不了', '-109502788', '3')
('门锁', '不上', '-109502788', '3')
('车门', '故障', '-109502788', '2')
('儿童', '锁', '-1984770614', '2')
('后排', '儿童', '-1984770614', '3')
('儿童', '锁', '-1984770614', '3')
('儿童', '安全', '-1984770614', '3')
('安全', '锁', '-1984770614', '3')
('车门', '儿童', '-1984770614', '3')
('后门', '安全', '-1984770614', '3')
('后排', '儿童', '-1984770614', '4')
('儿童', '座位', '-1984770614', '4')
('座位', '锁', '-1984770614', '4')
('儿童', '保护装置', '-1984770614', '2')
('并线', '辅助', '1267458126', '3')
('辅助', '失效', '1267458126', '3')
('并线', '辅助', '1267458126', '5')
('辅助', '功能', '1267458126', '5')
('功能', '反应', '1267458126', '5')
('反应', '缓慢', '1267458126', '5')
('并线', '辅助', '1267458126', '4')
('辅助', '功能', '1267458126', '4')
('功能', '失灵', '1267458126', '4')
('功能', '有时候', '1267458126', '5')
('有时候', '失灵', '1267458126', '5')
('功能', '失效', '1267458126', '4')
('换道', '辅助', '1267458126', '3')
('盲区', '探测', '1267458126', '3')
('探测', '失效', '1267458126', '3')
('主动', '安全', '1267458126', '3')
('安全', '故障', '1267458126', '3')
('刹车', '异响', '-1254139128', '2')
('刹车', '咯吱', '-1254139128', '4')
('咯吱', '的', '-1254139128', '4')
('的', '一声', '-1254139128', '4')
('刹车', '刺耳', '-1254139128', '3')
('刺耳', '声音', '-1254139128', '3')
('刹车盘', '咔', '-1254139128', '4')
('咔', '咔', '-1254139128', '4')
('咔', '声音', '-1254139128', '4')
('刹车', '装置', '-1254139128', '3')
('装置', '异响', '-1254139128', '3')
('刹车', '尖声', '-1254139128', '3')
('尖声', '异响', '-1254139128', '3')
('制动', '片', '-1254139128', '5')
('片', '刺耳', '-1254139128', '5')
('刺耳', '的', '-1254139128', '5')
('的', '声音', '-1254139128', '5')
('刹车', '咔', '-1254139128', '4')
('刹车', '尖', '-1254139128', '3')
('尖', '啸声', '-1254139128', '3')
('脚刹', '抖动', '-1254139128', '2')
('刹车', '声音', '-1254139128', '4')
('声音', '很', '-1254139128', '4')
('很', '刺耳', '-1254139128', '4')
('刺耳', '声', '-1254139128', '3')
('脚刹', '咔', '-1254139128', '5')
('咔', '咔', '-1254139128', '5')
('咔', '的', '-1254139128', '5')
('刹车', '打滑', '-1254139128', '4')
('打滑', '的', '-1254139128', '4')
('的', '声音', '-1254139128', '4')
('底盘', '故障', '-1254139128', '2')
('排气管', '冒', '436869117', '3')
('冒', '蓝烟', '436869117', '3')
('冒', '青烟', '436869117', '3')
('动力', '总成', '436869117', '3')
('总成', '故障', '436869117', '3')
('主动', '刹车', '818019973', '2')
('紧急制动', '报警', '818019973', '2')
('自动', '紧急制动', '818019973', '2')
('AEB', '主动', '818019973', '3')
('主动', '刹车', '818019973', '3')
('紧急制动', '功能', '818019973', '2')
('aeb', '主动', '818019973', '4')
('主动', '刹车', '818019973', '4')
('刹车', '功能', '818019973', '4')
('主动', '安全', '818019973', '3')
('安全', '系统', '818019973', '3')
('主动', '紧急制动', '818019973', '3')
('紧急制动', '系统', '818019973', '3')
('主动', '紧急制动', '818019973', '2')
('行车', '紧急制动', '818019973', '3')
('自动', '紧急制动', '818019973', '3')
('自动', '刹车', '818019973', '2')
('刹车', '系统', '818019973', '3')
('刹车', '辅助', '818019973', '3')
('辅助', '系统', '818019973', '3')
('主动', '预制', '818019973', '3')
('预制', '动', '818019973', '3')
('主动', '安全', '818019973', '2')
('刹车片', '异味', '-357279087', '2')
('底盘', '故障', '-357279087', '2')
('仪表盘', '异响', '935965376', '2')
('仪表', '异响', '935965376', '2')
('仪表', '咔', '935965376', '4')
('咔', '咔', '935965376', '4')
('咔', '声音', '935965376', '4')
('仪表盘', '咔', '935965376', '5')
('咔', '咔', '935965376', '5')
('咔', '的', '935965376', '5')
('的', '响', '935965376', '5')
('仪表盘', '咔', '935965376', '4')
('的', '声音', '935965376', '5')
('仪表盘', '故障', '935965376', '2')
('仪表盘', '失效', '994517103', '2')
('仪表盘', '没用', '994517103', '2')
('仪表盘', '坏', '994517103', '3')
('坏', '了', '994517103', '3')
('仪表盘', '不好', '994517103', '3')
('不好', '使', '994517103', '3')
('仪表盘', '打不开', '994517103', '2')
('仪表盘', '无法', '994517103', '3')
('无法', '打开', '994517103', '3')
('仪表盘', '有', '994517103', '3')
('有', '问题', '994517103', '3')
('仪表盘', '不能', '994517103', '3')
('不能', '用', '994517103', '3')
('仪表盘', '异常', '994517103', '2')
('仪表盘', '故障', '994517103', '2')
('仪表盘', '损坏', '994517103', '2')
('仪表盘', '显示', '994517103', '3')
('显示', '故障', '994517103', '3')
('仪表盘', '不', '994517103', '3')
('不', '显示', '994517103', '3')
('仪表盘', '用', '994517103', '3')
('用', '不了', '994517103', '3')
('不', '工作', '994517103', '3')
('刹车盘', '异味', '-2089872380', '2')
('底盘', '故障', '-2089872380', '2')
('挂式', '遮阳板', '1249392818', '2')
('遮物', '盖板', '1249392818', '2')
('化妆镜', '板', '1249392818', '2')
('刹车', '方向', '-709186179', '3')
('方向', '不正', '-709186179', '3')
('制动', '跑', '-709186179', '3')
('跑', '偏', '-709186179', '3')
('底盘', '故障', '-709186179', '2')
('刹车', '异味', '1730422100', '2')
('底盘', '故障', '1730422100', '2')
('车门', '异响', '2008213493', '2')
('左', '车门', '2008213493', '4')
('车门', '有', '2008213493', '4')
('有', '响声', '2008213493', '4')
('车门', '咯吱咯吱', '2008213493', '4')
('咯吱咯吱', '的', '2008213493', '4')
('的', '响声', '2008213493', '4')
('车门', '声音', '2008213493', '4')
('声音', '太', '2008213493', '4')
('太', '清脆', '2008213493', '4')
('车门', '咯吱', '2008213493', '4')
('咯吱', '的', '2008213493', '4')
('的', '声音', '2008213493', '4')
('侧门', '有', '2008213493', '3')
('有', '声音', '2008213493', '3')
('车门', '吱', '2008213493', '4')
('吱', '吖', '2008213493', '4')
('吖', '响', '2008213493', '4')
('车门', '咔', '2008213493', '4')
('咔', '咔', '2008213493', '4')
('咔', '声音', '2008213493', '4')
('后', '车门', '2008213493', '4')
('有', '声音', '2008213493', '4')
('侧门', '异响', '2008213493', '2')
('车门', '有', '2008213493', '3')
('右', '车门', '2008213493', '4')
('有', '响声', '2008213493', '3')
('车门', '咔', '2008213493', '5')
('咔', '咔', '2008213493', '5')
('咔', '的', '2008213493', '5')
('的', '声音', '2008213493', '5')
('车门', '故障', '2008213493', '2')
('加油', '口盖', '-276444970', '3')
('口盖', '异响', '-276444970', '3')
('动力', '总成', '-276444970', '3')
('总成', '故障', '-276444970', '3')
('仪表', '台', '711614376', '4')
('台', '遮光', '711614376', '4')
('遮光', '垫', '711614376', '4')
('仪表盘', '遮光', '711614376', '3')
('遮光', '垫', '711614376', '3')
('中控台', '遮光', '711614376', '3')
('遮光', '布', '711614376', '4')
('遮光', '垫', '711614376', '2')
('自动', '行李箱', '-893405424', '3')
('行李箱', '盖', '-893405424', '3')
('后备箱', '液压', '1088150409', '3')
('液压', '杆', '1088150409', '3')
('行李箱', '液压', '1088150409', '3')
('安全带', '未系', '-1735546261', '4')
('未系', '报警', '-1735546261', '4')
('报警', '灯不亮', '-1735546261', '4')
('主动', '安全', '-1735546261', '3')
('安全', '故障', '-1735546261', '3')
('后备箱', '密封条', '-153176784', '2')
('行李箱', '胶条', '-153176784', '2')
('车门', '铰链', '-590836564', '3')
('铰链', '异响', '-590836564', '3')
('车门', '故障', '-590836564', '2')
('后备箱', '垫', '1545275842', '2')
('行李箱', '垫', '1545275842', '2')
('后备箱', '无法', '1159035149', '3')
('无法', '关闭', '1159035149', '3')
('行李箱', '无法', '1159035149', '3')
('无法', '关紧', '1159035149', '3')
('行李箱', '关闭', '1159035149', '3')
('关闭', '异常', '1159035149', '3')
('后备箱', '故障', '1159035149', '2')
('加油', '口盖', '1935299718', '3')
('口盖', '异味', '1935299718', '3')
('动力', '总成', '1935299718', '3')
('总成', '故障', '1935299718', '3')
('扬声器', '进水', '-1651498394', '2')
('音乐', '故障', '-1651498394', '2')
('车门', '冻住', '-658380438', '2')
('车门', '故障', '-658380438', '2')
('车门', '限位器', '-1251524092', '2')
('车门', '开度', '-1251524092', '3')
('开度', '限位器', '-1251524092', '3')
('加油', '口盖', '1597250730', '3')
('口盖', '乳化', '1597250730', '3')
('动力', '总成', '1597250730', '3')
('总成', '故障', '1597250730', '3')
('车门', '扬声器', '486328082', '3')
('扬声器', '抖动', '486328082', '3')
('车门', '音响', '486328082', '3')
('音响', '共振', '486328082', '3')
('音乐', '故障', '486328082', '2')
('后备箱', '网', '2114699401', '2')
('后备箱', '网兜', '2114699401', '2')
('行李箱', '网', '2114699401', '2')
('后备箱', '遮物网', '2114699401', '2')
('车门', '密封胶', '1677762530', '4')
('密封胶', '条', '1677762530', '4')
('条', '变色', '1677762530', '4')
('条', '掉色', '1677762530', '4')
('车门', '故障', '1677762530', '2')
('加油', '口盖', '10380946', '3')
('口盖', '进水', '10380946', '3')
('口盖', '积水', '10380946', '3')
('口盖', '漏水', '10380946', '3')
('动力', '总成', '10380946', '3')
('总成', '故障', '10380946', '3')
('仪表盘', '按钮', '124497652', '3')
('按钮', '失效', '124497652', '3')
('仪表盘', '按键', '124497652', '3')
('按键', '失效', '124497652', '3')
('仪表盘', '故障', '124497652', '2')
('USB', '接口', '262205328', '4')
('接口', '电量', '262205328', '4')
('电量', '不足', '262205328', '4')
('接口', '供电', '262205328', '4')
('供电', '不足', '262205328', '4')
('USB', '接口', '262205328', '3')
('接口', '故障', '262205328', '3')
('车门', '按钮', '1062408733', '3')
('按钮', '凹陷', '1062408733', '3')
('车', '门锁', '1062408733', '3')
('门锁', '塌陷', '1062408733', '3')
('门锁', '凹陷', '1062408733', '3')
('车门', '故障', '1062408733', '2')
('车门', '防撞', '1660234725', '3')
('防撞', '梁', '1660234725', '3')
('防撞', '条', '1660234725', '3')
('车门', '防撞', '1660234725', '2')
('行李箱', '盖', '-1893482345', '3')
('盖', '卡住', '-1893482345', '3')
('行李箱', '盖', '-1893482345', '5')
('盖', '打开', '-1893482345', '5')
('打开', '不', '-1893482345', '5')
('不', '顺畅', '-1893482345', '5')
('行李箱', '盖涩', '-1893482345', '2')
('后备箱', '故障', '-1893482345', '2')
('后备箱', '排水', '-1162040739', '3')
('排水', '孔', '-1162040739', '3')
('行李箱', '排水', '-1162040739', '3')
('后备箱', '感应', '-1888161286', '5')
('感应', '功能', '-1888161286', '5')
('功能', '效果', '-1888161286', '5')
('效果', '差', '-1888161286', '5')
('行李箱', '感应', '-1888161286', '3')
('感应', '不灵敏', '-1888161286', '3')
('后备箱', '感应', '-1888161286', '4')
('感应', '功能', '-1888161286', '4')
('功能', '不灵敏', '-1888161286', '4')
('后备箱', '故障', '-1888161286', '2')
('车门', '按钮', '1446586310', '3')
('按钮', '异响', '1446586310', '3')
('车门', '故障', '1446586310', '2')
('车门', '密封胶', '1387700241', '4')
('密封胶', '条', '1387700241', '4')
('条', '老化', '1387700241', '4')
('条', '开裂', '1387700241', '4')
('车门', '故障', '1387700241', '2')
('前', '挡风', '-685570044', '4')
('挡风', '遮阳', '-685570044', '4')
('遮阳', '挡', '-685570044', '4')
('前', '风挡', '-685570044', '2')
('车门', '密封胶', '-1358499155', '4')
('密封胶', '条', '-1358499155', '4')
('条', '脱落', '-1358499155', '4')
('条', '脱胶', '-1358499155', '4')
('车门', '故障', '-1358499155', '2')
('后备箱', '灯', '-1773702754', '4')
('灯', '效果', '-1773702754', '4')
('效果', '差', '-1773702754', '4')
('行李箱', '灯', '-1773702754', '3')
('灯', '太暗', '-1773702754', '3')
('行李箱', '灯', '-1773702754', '4')
('灯', '亮度', '-1773702754', '4')
('亮度', '低', '-1773702754', '4')
('后备箱', '故障', '-1773702754', '2')
('后', '挡风', '1828392043', '4')
('挡风', '遮阳', '1828392043', '4')
('遮阳', '挡', '1828392043', '4')
('行李箱', '帘', '1828392043', '2')
('行李箱', '遮物帘', '1828392043', '2')
('后备箱', '遮阳', '1828392043', '3')
('遮阳', '挡', '1828392043', '3')
('后', '挡', '1828392043', '4')
('挡', '遮阳', '1828392043', '4')
('前', '挡风玻璃', '1828392043', '4')
('挡风玻璃', '遮阳', '1828392043', '4')
('后', '遮阳', '1828392043', '3')
('行李箱', '遮阳', '1828392043', '3')
('遮阳', '帘', '1828392043', '3')
('后备箱', '卡扣', '-63816674', '2')
('行李箱', '卡槽', '-63816674', '2')
('行李箱', '卡扣', '-63816674', '2')
('后备箱', '饰板', '-63816674', '3')
('饰板', '卡扣', '-63816674', '3')
('车门', '按钮', '1746612742', '3')
('按钮', '磨损', '1746612742', '3')
('车', '门锁', '1746612742', '3')
('门锁', '损坏', '1746612742', '3')
('门锁', '磨损', '1746612742', '3')
('车门', '故障', '1746612742', '2')
('车门', '铰链', '1273311461', '3')
('铰链', '变形', '1273311461', '3')
('车门', '故障', '1273311461', '2')
('把手', '磨损', '1009898843', '2')
('车门', '把手', '1009898843', '3')
('把手', '磨损', '1009898843', '3')
('车门', '故障', '1009898843', '2')
('车门', '开启', '-570623687', '4')
('开启', '指示', '-570623687', '4')
('指示', '灯不亮', '-570623687', '4')
('车', '门锁', '-570623687', '4')
('门锁', '指示', '-570623687', '4')
('车门', '故障', '-570623687', '2')
('加油', '口盖', '-1258857970', '3')
('口盖', '生锈', '-1258857970', '3')
('动力', '总成', '-1258857970', '3')
('总成', '故障', '-1258857970', '3')
('车门', '隔音棉', '-753167791', '2')
('车门', '隔音', '-753167791', '3')
('隔音', '条', '-753167791', '3')
('车门', '隔音板', '-753167791', '2')
('后备箱', '扬声器', '-961565187', '4')
('扬声器', '噪音', '-961565187', '4')
('噪音', '大', '-961565187', '4')
('行李箱', '喇叭', '-961565187', '3')
('喇叭', '杂音', '-961565187', '3')
('后备箱', '扬声器', '-961565187', '3')
('扬声器', '杂音', '-961565187', '3')
('音乐', '故障', '-961565187', '2')
('车门', '按钮', '1480166611', '2')
('车', '门锁', '1480166611', '2')
('车门', '开关', '1480166611', '2')
('车门', '按键', '1480166611', '2')
('车门', '卡住', '914715355', '2')
('车门', '涩', '914715355', '2')
('车门', '故障', '914715355', '2')
('把手', '老化', '-595037011', '2')
('车门', '把手', '-595037011', '4')
('把手', '有', '-595037011', '4')
('有', '裂缝', '-595037011', '4')
('把手', '开裂', '-595037011', '2')
('车门', '故障', '-595037011', '2')
('后备箱', '隔板', '-249087820', '2')
('行李箱', '隔板', '-249087820', '2')
('仪表', '灯常亮', '-1157588499', '2')
('仪表盘', '故障', '-1157588499', '3')
('故障', '灯常亮', '-1157588499', '3')
('车灯', '故障', '-1157588499', '2')
('手动', '行李箱', '-1032366190', '3')
('行李箱', '盖', '-1032366190', '3')
('后备箱', '电源', '2012803676', '2')
('行李箱', '电源接口', '2012803676', '2')
('后备箱', '电源', '2012803676', '3')
('电源', '插孔', '2012803676', '3')
('后备箱', '感应', '613085848', '3')
('感应', '功能', '613085848', '3')
('行李箱', '感应', '613085848', '3')
('行李箱', '踢开', '613085848', '3')
('踢开', '功能', '613085848', '3')
('踢开', '模式', '613085848', '3')
('后备箱', '一脚', '613085848', '3')
('一脚', '踢', '613085848', '3')
('感应', '开启', '613085848', '3')
('后备箱', '功能', '613085848', '2')
